id,x_pos,y_pos,dist0,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,dist16,dist17,dist18,dist19,dist20,dist21,dist22,dist23,dist24,dist25,dist26,dist27,dist28,dist29,dist30,dist31,dist32,dist33,dist34,dist35,dist36,dist37,dist38,dist39,dist40,dist41,dist42,dist43,dist44,dist45,dist46,dist47,dist48,dist49,dist50,dist51,dist52,dist53,dist54,dist55,dist56,dist57,dist58,dist59,dist60,dist61,dist62,dist63,dist64,dist65,dist66,dist67,dist68,dist69,dist70,dist71,dist72,dist73,dist74,dist75,dist76,dist77,dist78,dist79,dist80,dist81,dist82,dist83,dist84,dist85,dist86,dist87,dist88,dist89,dist90,dist91,dist92,dist93,dist94,dist95,dist96,dist97,dist98,dist99,dist100,dist101,dist102,dist103,dist104,dist105,dist106,dist107,dist108,dist109,dist110,dist111,dist112,dist113,dist114,dist115,dist116,dist117,dist118,dist119,dist120,dist121,dist122,dist123,dist124,dist125,dist126,dist127,dist128,dist129,dist130,dist131,dist132,dist133,dist134,dist135,dist136,dist137,dist138,dist139,dist140,dist141,dist142,dist143,dist144,dist145,dist146,dist147,dist148,dist149,dist150,dist151,dist152,dist153,dist154,dist155,dist156,dist157,dist158,dist159,dist160,dist161,dist162,dist163,dist164,dist165,dist166,dist167,dist168,dist169,dist170,dist171,dist172,dist173,dist174,dist175,dist176,dist177,dist178,dist179,dist180,dist181,dist182,dist183,dist184,dist185,dist186,dist187,dist188,dist189,dist190,dist191,dist192,dist193,dist194,dist195,dist196,dist197,dist198,dist199,dist200,dist201,dist202,dist203,dist204,dist205,dist206,dist207,dist208,dist209,dist210,dist211,dist212,dist213,dist214,dist215,dist216,dist217,dist218,dist219,dist220,dist221,dist222,dist223,dist224,dist225,dist226,dist227,dist228,dist229,dist230,dist231,dist232,dist233,dist234,dist235,dist236,dist237,dist238,dist239,dist240,dist241,dist242,dist243,dist244,dist245,dist246,dist247,dist248,dist249,dist250,dist251,dist252,dist253,dist254,dist255,dist256,dist257,dist258,dist259,dist260,dist261,dist262,dist263,dist264,dist265,dist266,dist267,dist268,dist269,dist270,dist271,dist272,dist273,dist274,dist275,dist276,dist277,dist278,dist279,dist280,dist281,dist282,dist283,dist284,dist285,dist286,dist287,dist288,dist289,dist290,dist291,dist292,dist293,dist294,dist295,dist296,dist297,dist298,dist299
142,112,356,51,24,41,2,12,59,90,48,65,31,7,37,32,87,33,58,16,70,91,35,38,49,83,81,42,79,99,58,34,86,62,16,62,45,62,93,1,17,38,40,60,36,39,85,70,57,84,83,3,97,4,59,51,50,67,65,10,45,96,86,61,92,48,7,30,2,87,4,63,24,73,50,69,0,43,52,45,100,23,63,99,75,33,90,57,87,92,22,53,45,13,14,86,53,87,75,89,55,49,91,47,19,26,99,53,87,73,98,53,35,99,83,46,43,29,86,25,74,10,99,71,87,49,57,44,64,40,50,26,32,81,57,95,60,90,88,94,20,12,36,59,37,0,27,85,85,27,24,37,24,25,92,33,90,85,51,58,66,89,52,100,38,98,58,53,6,36,9,33,96,59,22,41,25,33,85,7,85,63,85,87,29,26,36,20,14,81,35,85,35,45,32,92,2,5,9,24,89,45,90,0,57,2,57,53,38,10,64,74,27,39,67,38,38,55,76,51,55,81,86,74,32,34,88,63,8,63,89,84,33,28,17,85,2,1,49,24,61,84,81,10,19,5,3,73,2,8,41,92,100,82,81,17,93,28,33,2,19,8,3,60,38,24,65,73,17,42,3,66,62,16,71,1,71,24,4,6,38,35,52,90,60,3,69,28,47,15,35,20,82,4,39,85,97,27,52,59,34,91,84
143,476,46,59,43,16,87,58,45,20,19,86,34,48,98,61,27,52,27,38,81,82,25,48,17,89,86,37,96,44,77,26,46,73,34,32,96,41,98,78,51,53,29,41,44,38,45,61,70,40,49,28,82,53,97,76,63,73,66,27,50,51,3,91,71,41,86,81,27,81,22,7,5,29,9,35,36,76,73,5,34,44,100,83,49,42,44,17,35,95,4,80,92,81,61,1,98,69,34,3,7,78,68,71,23,12,99,19,68,58,3,78,57,3,36,38,6,62,94,80,4,56,88,51,16,75,12,82,23,41,61,18,73,21,87,82,92,47,9,35,49,95,99,63,81,27,0,64,17,41,100,24,23,68,45,63,80,41,64,22,85,83,26,39,79,31,20,62,36,67,22,15,51,31,79,0,2,63,71,4,67,14,35,58,45,57,53,26,50,58,58,42,43,32,95,67,89,1,41,97,57,67,56,64,33,70,79,5,51,67,71,63,90,6,73,19,73,55,6,99,24,83,66,55,42,51,46,31,43,43,25,17,75,70,0,44,68,24,30,28,1,4,88,40,13,71,71,24,90,44,20,67,59,40,56,10,95,32,2,92,42,6,98,54,31,70,81,37,83,19,52,67,39,63,11,11,88,7,70,38,99,9,76,89,60,16,68,69,13,38,23,58,50,68,28,13,48,74,70,96,5,29,9
144,539,199,83,61,61,43,4,40,52,8,68,76,92,76,85,99,78,31,70,60,13,67,17,39,95,8,64,4,63,34,72,76,33,59,40,18,19,46,36,78,62,36,1,21,46,22,64,95,6,20,40,22,83,25,74,66,40,49,84,45,36,17,46,79,15,65,29,61,26,80,7,3,34,25,4,93,100,49,2,87,98,43,29,88,33,71,95,82,69,65,46,5,4,80,91,70,51,37,30,54,15,49,16,3,48,26,93,83,31,1,44,41,60,34,82,59,77,52,59,69,99,64,6,11,45,9,79,40,40,60,98,51,15,34,97,38,82,38,23,23,85,68,91,63,85,64,0,9,89,79,19,80,56,48,24,69,9,47,80,46,7,44,38,65,88,93,99,94,62,38,75,46,7,18,27,12,33,92,26,0,68,32,63,38,45,60,30,64,12,63,96,73,23,87,14,13,14,94,12,5,66,26,91,39,39,79,15,81,42,99,17,62,24,96,44,36,62,69,1,50,62,64,31,52,21,13,34,72,22,91,67,80,93,59,71,70,44,80,97,6,39,98,15,75,43,47,13,15,57,48,1,8,33,4,53,73,43,3,34,83,38,31,38,30,36,59,99,83,72,88,85,4,19,46,62,38,33,36,11,73,17,32,26,33,87,54,61,88,69,52,86,100,17,91,0,16,69,42,75,41,13,62
145,526,376,85,53,54,13,5,1,61,27,93,70,40,32,2,62,23,11,19,3,25,23,14,1,47,28,21,86,72,19,86,83,81,88,10,67,50,61,49,53,21,37,68,48,100,62,64,11,86,1,6,47,21,99,3,68,95,22,66,97,42,34,90,45,34,30,84,31,6,58,83,61,24,14,87,69,12,41,40,23,32,26,90,22,62,40,66,27,58,32,30,87,57,94,5,98,43,4,8,66,8,35,5,74,60,99,94,26,53,5,90,34,77,39,13,82,19,37,43,37,16,84,44,13,37,73,53,62,43,5,70,29,40,0,56,47,16,99,57,48,38,48,39,45,85,17,9,0,52,15,61,89,4,60,1,91,87,10,85,1,44,80,67,54,97,91,21,81,96,54,97,9,38,9,100,44,75,15,17,11,59,40,11,68,75,91,54,32,23,42,99,76,60,63,30,17,18,12,80,31,91,33,66,92,21,67,21,83,73,53,19,100,60,32,88,50,84,91,6,84,29,64,27,72,75,49,63,22,10,33,22,2,72,85,72,84,64,93,24,5,90,10,35,92,98,33,13,26,14,30,42,95,55,77,3,99,95,9,31,64,91,17,90,55,35,87,63,44,44,88,98,80,100,69,32,95,99,40,39,1,12,76,43,46,34,6,85,86,100,77,4,26,25,87,90,4,100,52,90,51,14,70
146,382,255,62,42,13,47,31,96,35,7,50,90,7,11,21,90,86,75,26,62,91,14,23,11,38,21,83,71,55,63,95,75,1,6,72,58,50,27,8,38,85,52,67,75,65,27,40,62,93,99,45,33,7,8,93,71,3,25,75,6,98,21,21,3,77,3,14,6,98,68,86,27,59,76,88,85,52,38,68,63,83,7,0,31,10,64,35,65,24,28,13,28,12,19,36,92,63,55,25,58,2,80,28,1,3,85,27,29,4,1,48,78,63,97,37,15,34,44,91,41,12,51,59,53,99,10,28,48,56,59,11,99,88,26,33,20,52,80,35,21,99,95,37,55,27,41,89,52,0,6,62,29,61,82,11,95,87,45,78,34,35,55,48,34,83,86,58,86,91,53,4,51,74,13,92,1,94,37,11,10,95,95,38,8,64,29,25,58,81,9,24,11,71,54,68,1,24,73,90,2,90,10,11,6,91,27,11,24,28,26,86,39,84,26,90,14,29,25,36,76,74,76,46,66,90,77,48,5,31,74,64,56,57,43,56,26,15,16,51,67,9,32,69,27,66,26,26,79,30,67,44,97,49,8,27,61,29,90,40,21,66,12,94,57,3,33,57,48,24,4,24,97,48,55,4,64,60,39,90,74,3,33,56,40,41,25,34,76,39,3,82,32,44,41,88,18,18,80,74,64,72,97
147,184,431,32,9,36,10,51,76,73,32,89,63,39,99,93,58,16,8,76,39,9,74,57,23,41,49,20,94,83,87,58,29,62,66,26,92,35,8,53,18,84,54,67,14,48,47,19,2,11,29,59,71,64,59,8,90,34,83,42,35,51,54,59,18,37,76,49,53,39,26,7,35,95,43,65,93,12,70,22,66,56,97,15,62,92,46,16,78,80,76,27,19,85,89,65,6,52,3,94,74,21,15,64,72,65,78,73,66,72,46,57,22,39,26,0,94,81,87,89,15,100,36,72,80,40,57,27,81,34,59,19,96,38,93,63,61,82,92,49,91,47,92,90,22,24,100,79,15,6,0,30,31,38,12,45,19,12,64,62,87,56,4,16,76,29,71,59,6,7,87,56,49,29,25,43,89,93,93,92,35,79,74,76,73,99,12,90,92,73,60,17,39,81,15,0,42,69,16,2,12,55,16,19,30,58,98,47,15,67,45,25,44,18,43,81,96,53,37,59,55,50,39,42,11,13,16,94,79,42,45,78,62,33,43,2,67,51,7,18,55,37,92,32,13,67,77,18,79,39,93,8,30,100,36,25,93,60,35,94,1,27,21,35,92,58,11,94,92,63,34,98,81,23,17,92,64,6,38,88,37,23,24,41,76,0,29,63,17,51,72,93,14,50,64,33,41,68,43,57,14,52,6
148,365,194,40,49,10,68,69,75,47,21,25,22,65,13,65,64,23,73,71,64,16,17,8,5,41,10,61,6,90,1,79,35,49,25,98,66,61,83,36,83,77,83,10,11,4,76,16,6,21,57,38,4,29,23,70,39,60,89,88,58,21,35,13,26,25,73,66,79,93,45,69,47,38,73,84,85,58,38,71,36,35,15,44,15,59,86,60,59,23,0,20,86,15,13,46,14,36,47,87,21,77,33,20,0,19,14,42,95,77,78,29,30,86,74,75,46,23,76,11,49,74,98,54,63,60,23,74,95,76,79,7,3,37,80,72,9,80,50,50,70,33,5,52,57,37,24,19,61,62,30,0,61,11,44,46,40,74,60,12,78,31,85,61,51,13,89,51,79,47,42,99,77,47,49,47,34,23,80,49,68,93,78,71,8,96,44,14,46,73,81,44,23,69,97,7,96,65,29,67,99,70,88,13,79,94,23,53,35,86,22,56,62,72,26,4,72,63,62,41,42,18,19,2,74,79,34,52,38,35,7,37,20,33,72,1,38,83,10,39,27,2,0,47,65,100,24,34,12,12,38,72,54,42,62,6,5,73,7,76,95,48,36,89,76,84,80,34,26,56,72,37,94,72,44,39,24,16,83,82,33,67,59,34,39,46,55,6,19,28,65,76,2,50,92,92,100,34,43,1,19,93,65
149,364,505,60,60,87,13,50,13,41,3,60,0,36,41,96,79,2,24,35,67,55,46,41,0,59,14,39,94,59,99,88,84,82,62,15,77,27,10,76,46,96,9,89,12,51,30,32,32,85,51,78,63,96,93,9,63,66,80,51,45,43,0,32,90,52,68,52,55,55,75,96,84,87,22,57,98,100,15,30,98,90,62,51,5,12,51,62,16,57,26,59,2,57,6,18,55,92,78,31,75,99,11,44,15,36,51,29,23,19,52,70,13,10,93,32,55,64,1,96,47,0,87,45,33,53,69,21,17,90,35,92,93,36,71,29,81,47,55,85,29,60,100,79,3,24,23,80,89,29,31,61,0,50,76,18,62,99,47,32,33,81,68,18,47,67,26,82,11,15,78,14,2,20,38,51,82,89,44,41,53,26,27,12,10,76,72,73,16,92,37,97,81,11,100,78,28,6,25,86,58,35,60,29,33,84,30,88,39,58,67,24,14,63,71,17,41,88,13,14,17,39,65,34,37,44,49,91,76,14,78,52,12,61,4,72,93,87,97,6,2,79,56,18,23,51,62,54,50,61,98,26,45,27,49,30,60,59,20,93,19,83,44,73,47,43,40,88,76,48,100,98,39,82,3,84,37,91,82,37,56,56,50,97,31,53,59,72,30,87,39,52,37,60,68,0,55,15,2,79,85,6,82
150,375,313,61,31,97,39,63,92,39,39,92,81,3,20,19,52,26,32,93,35,60,24,35,25,94,87,38,44,0,13,37,94,91,84,95,30,70,8,41,85,39,14,0,87,1,21,31,92,94,77,77,94,69,22,24,32,54,34,84,91,36,28,98,98,76,44,43,46,42,68,1,83,70,18,62,76,77,60,80,29,1,67,58,69,44,8,100,18,42,14,51,79,79,6,29,100,37,22,9,98,46,42,58,100,41,66,36,9,64,6,52,3,66,66,61,95,15,22,57,14,60,49,41,59,100,90,18,4,34,75,33,71,61,58,29,6,100,83,21,25,95,80,71,56,25,68,56,4,61,38,11,50,0,75,44,87,80,66,13,55,1,93,35,69,15,27,81,25,90,1,65,49,35,79,9,70,80,6,87,17,12,59,89,8,13,26,89,76,84,69,94,21,9,74,59,92,87,88,82,50,53,40,35,32,79,83,83,4,73,50,19,7,2,15,6,11,68,46,36,12,37,79,20,42,89,72,25,48,88,80,98,66,21,59,86,89,37,35,64,26,21,46,13,97,12,60,94,38,41,24,100,85,69,56,65,7,34,83,31,82,27,75,39,17,86,32,86,18,98,70,51,20,55,72,28,61,20,69,79,82,42,5,9,47,57,38,86,36,77,61,19,20,28,26,50,5,22,3,74,30,53,93
151,87,32,7,41,7,41,82,69,50,63,42,10,30,83,26,97,75,66,87,18,86,9,50,52,39,4,90,32,51,53,43,77,36,83,49,39,69,76,39,52,71,52,36,72,34,100,100,70,55,63,11,5,27,6,48,85,37,19,80,40,1,41,28,66,95,89,98,70,61,34,8,51,61,0,72,84,87,43,72,22,56,28,62,67,7,63,25,89,0,76,49,48,5,75,95,33,74,38,65,18,70,5,95,84,48,78,59,74,44,33,60,9,82,44,92,93,5,55,17,64,7,54,78,91,40,16,34,64,42,6,67,78,13,48,20,49,100,96,6,15,93,32,82,33,92,45,48,60,82,12,44,76,75,0,43,78,78,41,86,38,83,89,48,75,74,55,99,67,100,40,47,27,87,89,8,29,26,6,78,71,43,25,11,55,50,33,85,14,50,61,67,52,29,21,48,26,42,60,74,12,43,17,3,75,18,85,93,55,79,92,72,57,95,28,28,24,37,98,65,94,60,41,64,96,14,33,14,26,22,23,40,71,15,64,53,67,50,25,99,40,85,99,14,100,54,14,27,99,17,38,21,15,31,75,85,66,96,14,27,49,90,61,89,3,91,55,65,9,44,58,65,71,44,26,70,93,65,64,14,48,30,23,98,57,57,13,19,23,15,44,78,30,8,94,80,57,96,39,4,29,60,28
152,201,521,82,24,82,6,0,37,93,79,46,33,70,37,87,45,22,48,91,38,46,41,96,74,6,18,61,24,29,76,80,72,18,88,46,0,71,1,31,80,98,16,47,93,85,18,61,54,7,60,100,68,72,40,2,4,29,10,61,29,56,71,79,84,58,4,16,79,84,14,65,35,60,81,10,41,9,16,60,95,25,0,2,87,34,67,27,73,26,32,73,41,71,83,29,88,88,54,93,89,97,28,1,44,45,70,94,68,88,14,27,90,31,86,59,94,89,24,83,27,56,95,87,66,75,85,89,72,30,80,90,6,86,94,57,82,86,13,24,55,51,5,53,8,33,63,24,1,11,45,46,18,44,43,0,65,98,95,97,31,61,0,79,74,40,83,82,58,82,8,39,0,10,69,21,17,41,55,26,87,34,11,34,85,76,100,29,89,74,86,28,52,97,5,46,18,32,73,83,49,29,43,10,37,67,64,23,79,57,94,70,68,49,56,76,30,33,6,90,93,67,72,62,11,52,79,11,83,1,23,3,35,96,56,90,82,40,25,35,63,67,88,11,47,19,79,93,84,90,14,68,17,25,56,87,99,26,84,1,81,58,7,96,66,3,76,64,63,45,95,1,41,60,86,38,54,11,87,92,3,40,55,21,72,27,68,72,95,51,93,74,14,30,97,7,7,82,44,24,28,12,10
153,159,439,48,66,11,35,45,28,68,54,82,42,15,5,27,35,83,93,13,99,89,77,23,32,68,41,97,53,47,76,65,17,14,68,33,45,76,4,31,39,80,26,46,42,35,38,10,2,42,98,64,28,34,5,12,3,3,48,67,13,24,47,65,5,25,21,58,45,5,64,71,65,68,31,7,73,48,92,9,12,48,58,23,76,89,33,77,29,77,81,65,56,30,26,44,55,58,30,67,73,52,98,46,38,74,44,38,34,77,87,78,89,51,81,66,44,14,72,87,77,29,39,54,14,88,22,67,88,39,62,5,37,91,43,78,22,35,86,15,55,55,17,63,43,90,80,69,91,95,19,40,62,87,78,65,0,62,33,48,69,55,78,93,96,25,50,9,84,9,85,24,27,58,91,30,97,48,78,40,70,83,90,26,64,30,49,68,71,5,74,78,74,3,26,20,61,90,55,22,65,93,23,88,99,83,99,27,14,8,81,34,56,86,58,16,20,83,52,65,34,24,2,5,69,48,93,88,76,71,73,87,97,42,11,13,83,74,16,13,72,29,60,18,21,7,54,19,47,30,48,77,81,85,62,11,11,82,63,72,26,41,3,61,24,57,86,91,61,13,34,11,57,65,8,9,57,27,57,80,26,27,53,97,23,57,39,22,40,81,9,65,71,4,14,23,30,64,13,5,91,7,41
154,138,358,35,12,90,84,62,29,45,25,12,37,82,69,24,24,81,45,87,38,30,5,38,65,13,31,84,13,8,72,85,58,28,31,46,41,18,74,9,35,4,13,43,92,45,55,41,95,14,32,51,67,18,23,37,4,43,45,90,56,52,44,32,57,93,82,19,5,33,22,21,69,64,55,28,58,87,44,50,78,75,36,98,44,11,56,39,63,16,97,62,26,47,25,99,17,29,25,67,95,9,16,81,34,1,15,78,11,35,17,54,43,6,78,6,4,25,66,93,30,19,88,1,23,51,77,5,4,22,88,65,12,16,53,8,91,98,13,70,62,7,33,4,54,85,41,9,87,87,12,74,99,80,78,98,62,0,52,34,41,10,14,55,8,93,59,0,66,31,91,75,83,13,80,58,45,49,15,30,84,34,67,33,54,55,25,24,51,14,4,1,4,68,89,51,84,24,69,74,32,99,21,65,52,56,32,56,5,8,15,60,75,72,42,35,84,84,74,73,34,20,80,71,6,76,26,88,15,13,77,68,46,88,36,9,3,47,29,58,92,79,97,44,29,82,42,79,24,99,27,66,29,66,49,78,16,3,24,94,12,70,52,97,21,53,82,45,64,2,32,41,66,2,15,37,23,0,8,13,62,35,77,17,32,98,57,54,94,37,35,43,11,3,79,92,35,32,22,50,76,99,58
155,146,197,28,39,66,27,90,88,83,99,68,72,2,27,75,64,61,67,100,70,10,67,92,72,47,93,24,35,5,1,91,21,15,95,19,36,42,71,56,90,5,66,96,80,33,73,8,54,2,38,64,30,28,49,33,81,31,60,6,35,85,23,80,2,88,28,50,26,95,94,96,8,37,79,49,14,16,5,51,88,90,98,95,3,17,42,91,99,42,65,46,60,41,29,64,83,88,9,12,99,32,77,60,81,91,41,15,85,19,63,91,25,80,19,77,48,16,41,81,34,53,93,2,58,50,51,42,94,22,68,75,73,9,72,10,84,20,100,26,35,84,33,97,0,51,64,47,10,45,64,60,47,66,41,95,33,52,0,31,77,72,57,54,69,63,43,17,31,1,77,10,80,94,8,58,88,19,21,40,54,28,83,54,24,10,49,35,33,9,96,16,99,36,86,68,79,33,18,29,42,89,10,74,48,27,71,4,44,100,27,21,76,38,57,82,79,22,35,91,88,48,85,7,9,44,43,19,67,8,9,7,75,39,58,98,30,1,95,42,17,58,80,78,82,50,91,43,97,84,40,38,98,26,23,56,59,33,8,46,73,83,56,76,46,34,62,74,45,1,37,55,91,96,65,50,73,69,0,30,71,27,78,76,90,49,96,83,30,80,37,34,83,50,32,82,29,25,24,64,22,93,96
156,196,113,15,99,64,49,69,38,77,63,39,70,84,39,81,66,29,30,47,48,91,58,46,51,15,69,25,43,18,82,81,76,18,21,92,53,13,22,92,61,37,13,65,69,40,29,43,11,26,65,77,87,48,10,41,76,13,75,35,39,59,53,58,35,87,49,0,78,97,81,81,63,93,26,7,28,61,59,27,58,27,1,59,65,7,63,8,91,45,69,99,15,47,86,69,100,2,35,40,60,45,7,47,6,92,76,45,68,96,24,96,15,42,24,7,47,5,52,46,81,72,4,38,41,10,20,23,29,60,77,62,35,100,67,38,0,78,86,31,7,29,37,57,83,58,22,80,85,78,62,12,32,13,86,97,48,34,31,0,45,5,100,1,34,6,65,33,55,75,96,71,29,11,36,12,65,76,29,48,79,38,49,4,33,57,4,60,20,40,53,44,67,10,47,52,16,21,95,11,46,31,46,63,25,0,20,50,12,93,76,4,98,75,89,98,84,11,47,18,58,52,90,62,93,14,58,17,1,58,23,15,86,16,77,63,65,52,98,5,70,77,59,41,55,44,37,82,30,45,63,1,29,79,63,50,25,56,97,80,81,71,89,63,70,77,10,10,88,33,16,21,50,56,86,24,91,32,61,79,19,21,55,75,53,78,68,39,61,52,48,67,29,24,68,3,18,10,77,8,61,87,29
157,224,193,82,9,97,75,31,62,52,47,29,86,30,80,7,75,50,0,49,92,12,56,13,68,39,99,25,53,85,95,56,72,33,58,54,99,74,74,28,30,25,64,52,2,83,18,93,69,53,25,23,97,9,50,17,99,60,90,88,93,69,32,79,94,38,94,69,2,43,78,43,1,15,6,4,99,47,14,0,11,20,87,61,63,35,53,81,79,60,75,89,46,53,30,87,29,58,42,36,41,2,68,25,32,61,10,39,42,52,64,73,7,65,17,78,21,52,31,22,77,18,33,26,4,52,90,44,57,98,17,38,22,42,89,67,13,55,96,77,2,79,21,41,69,66,85,46,1,34,87,78,33,55,38,31,69,41,77,45,0,86,78,87,12,77,20,55,71,7,73,8,70,9,69,39,20,84,32,27,37,88,87,52,42,62,63,89,43,62,29,56,57,69,88,37,93,29,43,43,73,56,33,18,96,51,89,53,30,42,20,36,70,71,82,39,21,52,8,80,16,97,79,45,82,83,51,42,88,75,55,13,34,34,4,44,54,3,44,23,89,92,44,84,48,9,88,79,70,15,91,70,99,35,62,84,70,7,63,35,81,74,74,4,81,90,15,13,65,64,85,99,12,61,65,100,20,43,13,96,42,33,47,64,3,56,92,61,84,74,69,69,77,76,52,80,63,30,18,77,39,8,39
158,94,177,62,90,20,16,99,97,0,83,67,63,73,32,52,75,70,73,58,2,0,23,90,14,17,66,54,99,19,36,12,29,95,82,1,58,29,17,73,5,98,16,50,57,53,44,3,21,87,40,72,49,87,66,32,79,64,100,7,26,20,4,94,51,37,53,13,41,18,14,79,79,25,11,28,20,12,40,26,13,70,99,31,41,34,84,39,49,45,92,79,75,61,68,28,18,31,70,2,69,67,44,2,27,84,91,40,24,60,81,26,69,40,62,0,44,92,14,80,40,13,70,52,88,95,63,50,47,57,69,19,72,22,2,76,46,3,70,64,27,9,16,83,62,89,83,7,44,35,56,31,81,1,83,61,55,10,72,5,86,0,78,84,58,25,12,5,19,12,11,20,6,89,10,62,63,29,84,11,41,56,25,20,66,12,12,68,89,100,15,70,92,45,25,40,7,5,76,21,13,17,11,57,82,70,80,94,45,79,48,21,21,30,21,55,42,16,19,97,95,13,75,11,94,10,97,31,69,98,28,75,75,4,25,25,68,30,50,34,81,67,59,50,69,20,52,12,7,77,10,31,12,37,76,50,9,32,62,3,9,40,56,93,42,3,92,3,98,70,31,91,58,67,65,97,85,15,29,21,80,16,76,34,6,36,6,94,87,28,19,94,43,75,68,35,26,83,98,71,87,87,11
159,183,528,29,98,50,1,15,77,9,30,18,29,30,36,32,76,19,76,83,34,94,48,26,24,39,74,98,11,87,17,55,85,21,59,75,39,58,7,67,4,77,37,83,62,80,48,72,82,85,58,21,13,8,11,86,0,91,65,50,84,3,44,98,45,65,22,95,84,53,19,61,15,36,11,40,41,24,81,28,65,17,44,2,36,95,56,3,17,66,63,73,99,48,24,62,63,94,48,24,95,21,12,68,59,10,8,70,61,16,25,36,69,51,58,33,49,73,35,29,100,55,30,10,54,31,59,66,99,86,71,0,52,2,23,40,61,80,79,53,60,96,65,11,48,52,26,44,80,55,4,85,68,93,89,0,78,14,57,100,78,78,0,15,79,80,61,8,84,98,55,38,27,43,45,44,31,28,0,26,24,44,74,13,98,64,60,60,74,69,42,60,8,47,74,54,75,91,3,96,26,15,36,44,49,5,91,79,91,56,83,54,80,80,17,74,12,66,98,38,30,48,58,83,35,13,73,50,58,64,24,46,49,4,88,55,35,33,70,43,61,72,23,27,91,16,79,57,80,73,14,85,58,57,65,24,48,8,61,53,16,95,57,83,19,26,22,13,98,43,99,27,38,14,10,69,60,61,92,13,78,37,70,57,19,26,37,62,42,10,60,49,72,57,62,8,51,73,86,61,43,1,62
160,388,265,51,98,62,89,36,86,30,32,90,79,52,88,66,72,55,60,12,93,20,6,82,81,17,26,20,22,25,12,96,16,90,23,35,55,76,73,66,51,69,22,38,58,44,4,36,89,85,11,48,82,80,67,84,24,26,74,22,66,44,90,79,16,6,41,73,74,37,71,82,26,40,21,5,65,19,53,23,11,91,82,75,93,87,81,37,43,24,60,88,4,37,68,41,38,37,79,95,23,50,92,4,4,2,24,77,93,53,45,41,54,33,20,35,40,7,91,90,0,1,34,10,6,88,24,72,82,12,42,90,53,3,20,81,42,44,37,24,55,3,98,26,13,100,39,38,67,48,16,61,18,35,48,79,93,55,54,1,87,84,15,0,45,77,76,94,13,40,25,34,45,46,86,31,40,18,74,57,78,90,18,96,4,88,67,100,77,25,37,90,68,76,37,51,31,50,97,97,53,65,10,71,89,4,83,79,59,26,89,9,87,74,3,70,8,89,16,1,48,58,36,82,94,37,23,77,39,6,79,22,64,33,24,33,74,70,28,40,84,72,20,32,17,51,99,21,22,51,80,98,10,17,49,90,86,97,39,42,84,21,90,37,61,18,9,60,45,35,38,82,19,12,60,59,64,45,19,53,85,14,10,86,25,25,38,41,85,60,8,36,32,84,69,78,13,6,25,39,58,39,64
161,9,421,64,41,70,11,18,44,46,47,60,57,53,51,90,62,80,79,76,53,33,18,8,56,52,94,31,29,43,43,64,54,14,53,87,22,57,48,65,52,9,27,58,21,71,30,27,56,47,94,42,83,36,98,88,2,82,22,63,78,0,43,52,3,92,8,49,44,60,30,80,76,77,41,79,60,85,85,91,86,64,20,37,19,56,87,44,48,20,91,13,83,96,70,85,83,37,70,61,73,75,87,11,8,66,100,28,27,8,7,6,0,69,60,92,27,58,77,53,45,8,70,52,67,86,68,62,47,12,69,57,98,12,12,89,37,10,31,28,41,34,23,50,73,38,79,65,54,34,76,51,47,69,75,74,96,8,69,34,12,58,79,45,0,30,8,18,77,70,64,16,82,62,43,20,100,56,28,53,75,50,80,83,73,100,78,78,24,78,5,19,0,9,84,47,26,79,98,88,72,15,37,36,91,7,99,84,62,52,56,18,46,23,12,77,59,86,54,35,73,22,71,71,9,62,85,89,40,79,15,55,42,8,72,56,32,86,54,76,92,46,64,38,4,93,65,19,14,86,19,88,77,100,56,10,37,91,90,46,25,40,6,25,41,63,76,4,86,56,26,60,24,35,90,2,10,23,72,92,35,88,42,98,98,96,1,65,5,29,97,25,100,11,20,98,92,40,24,11,69,6,60
162,343,321,92,27,14,31,58,10,66,5,37,78,87,25,79,41,95,66,41,95,65,51,84,54,0,35,37,25,31,35,12,41,14,88,73,44,60,28,9,62,63,57,15,64,3,37,10,2,74,80,26,65,13,41,98,100,75,92,11,53,87,25,39,72,6,25,100,55,68,6,78,27,94,58,24,28,37,19,11,82,6,89,42,47,83,88,21,7,83,15,11,60,64,94,63,77,40,0,0,22,93,45,12,0,77,65,33,43,8,38,44,6,12,94,8,43,84,64,60,34,100,13,38,90,76,3,29,28,52,81,4,14,56,67,79,31,32,87,23,67,58,27,37,38,98,31,88,97,83,29,13,67,15,74,40,25,93,63,6,77,25,80,77,30,0,73,82,66,56,37,67,12,20,61,9,96,90,84,31,8,100,91,44,87,24,49,16,62,89,68,18,0,14,1,73,82,41,41,52,60,6,36,95,28,27,3,37,88,17,42,31,17,99,70,53,71,9,75,82,26,48,71,25,1,41,45,16,77,23,9,85,7,68,82,64,90,2,55,20,38,38,32,3,2,20,33,51,38,2,32,98,28,4,65,44,18,40,23,28,95,100,77,94,22,87,46,41,25,63,34,28,66,32,15,100,93,80,57,2,57,36,23,30,57,68,97,26,23,58,95,69,47,71,24,50,65,83,49,97,39,49,19
